starttime,detector_id,speed,volume,traveltime
2020-06-01T00:00:00-07:00,102233,66.86,13922,0.39
2020-06-01T00:00:00-07:00,102234,61.8,15113,0.66
2020-06-01T00:00:00-07:00,1000099,58.62,12092,0.5
2020-06-01T00:00:00-07:00,101130,66.84,8316,0.69
2020-06-01T00:00:00-07:00,1000015,57.95,15519,0.66
2020-06-01T00:00:00-07:00,100603,45.46,5656,0.13
2020-06-01T00:00:00-07:00,100630,56.29,15739,0.56
2020-06-01T00:00:00-07:00,102235,67.24,14362,0.6
2020-06-01T00:00:00-07:00,102236,58.74,13525,0.37
2020-06-01T00:00:00-07:00,100328,49.68,4811,0.37
2020-06-01T00:00:00-07:00,1000014,59.92,9511,0.64
2020-06-01T00:00:00-07:00,101131,72.32,3667,0.64
2020-06-01T00:00:00-07:00,100768,61.03,13800,0.31
2020-06-01T00:00:00-07:00,1000179,49.04,5637,3.47
2020-06-01T00:00:00-07:00,5643,60.01,4414,30.27
2020-06-01T00:00:00-07:00,5786,54.77,7525,0.93
2020-06-01T00:00:00-07:00,1000013,57.53,16936,0.66
2020-06-01T00:00:00-07:00,5022,49.95,14919,0.6
2020-06-01T00:00:00-07:00,100291,58.56,8036,0.77
2020-06-01T00:00:00-07:00,102237,64.05,13566,0.34
2020-06-01T00:00:00-07:00,102238,59.11,11805,0.91
2020-06-01T00:00:00-07:00,101055,63.73,13255,0.87
2020-06-01T00:00:00-07:00,1000012,59.88,7422,0.99
2020-06-01T00:00:00-07:00,5131,59.84,6817,0.52
2020-06-01T00:00:00-07:00,100961,67.9,13131,1.14
2020-06-01T00:00:00-07:00,102239,61.47,12651,0.88
2020-06-01T00:00:00-07:00,5025,54.14,15215,0.55
2020-06-01T00:00:00-07:00,5642,67.37,12289,26.96
2020-06-01T00:00:00-07:00,1000148,66.4,10493,0.41
2020-06-01T00:00:00-07:00,1000182,53.22,15501,1.05
2020-06-01T00:00:00-07:00,102240,64.84,12328,0.83
2020-06-01T00:00:00-07:00,100629,57.54,7424,0.55
2020-06-01T00:00:00-07:00,102241,67.59,8443,0.8
2020-06-01T00:00:00-07:00,102242,63.68,2582,0.42
2020-06-01T00:00:00-07:00,101132,62.06,4407,0.84
2020-06-01T00:00:00-07:00,1000011,57.69,14111,1.02
2020-06-01T00:00:00-07:00,100796,50.13,5100,0.83
2020-06-01T00:00:00-07:00,100449,64.72,3261,0.5
2020-06-01T00:00:00-07:00,5641,45.39,4956,40.02
2020-06-01T00:00:00-07:00,102243,65.55,13309,0.41
2020-06-01T00:00:00-07:00,100421,61.97,11136,0.66
2020-06-01T00:00:00-07:00,1000010,59.68,7601,0.97
2020-06-01T00:00:00-07:00,100301,58.49,15035,0.42
2020-06-01T00:00:00-07:00,100628,52.15,16726,0.61
2020-06-01T00:00:00-07:00,102244,71.47,12437,0.38
2020-06-01T00:00:00-07:00,1000149,64.97,18585,2.21
2020-06-01T00:00:00-07:00,101133,64.71,8019,0.8
2020-06-01T00:00:00-07:00,1000009,56.78,15416,1.02
2020-06-01T00:00:00-07:00,102245,62.54,768,0.88
2020-06-01T00:00:00-07:00,100026,57.04,17603,0.83
2020-06-01T00:00:00-07:00,5132,51.58,13597,0.6
2020-06-01T00:00:00-07:00,100960,69.83,12563,1.11
2020-06-01T00:00:00-07:00,102246,62.67,19355,0.88
2020-06-01T00:00:00-07:00,5632,68.05,17476,0.64
2020-06-01T00:00:00-07:00,100368,54.13,4825,0.86
2020-06-01T00:00:00-07:00,100627,59.33,13868,0.41
2020-06-01T00:00:00-07:00,100604,47.39,9828,0.13
2020-06-01T00:00:00-07:00,102247,67.17,12662,0.82
2020-06-01T00:00:00-07:00,100443,59.29,8846,1.49
2020-06-01T00:00:00-07:00,101134,71.6,2798,0.72
2020-06-01T00:00:00-07:00,1000008,59.9,7601,0.95
2020-06-01T00:00:00-07:00,101022,50.81,8184,1.69
2020-06-01T00:00:00-07:00,100767,56.53,7685,0.34
2020-06-01T00:00:00-07:00,102248,72.74,8479,0.75
2020-06-01T00:00:00-07:00,100532,52.16,14002,0.93
2020-06-01T00:00:00-07:00,5785,52.7,18469,0.96
2020-06-01T00:00:00-07:00,1000007,57.3,14292,0.99
2020-06-01T00:00:00-07:00,102249,63.04,10418,0.7
2020-06-01T00:00:00-07:00,1000150,66.26,12460,2.16
2020-06-01T00:00:00-07:00,5631,60.74,10301,0.72
2020-06-01T00:00:00-07:00,100626,58.78,12469,0.42
2020-06-01T00:00:00-07:00,100803,18.5,232,1.54
2020-06-01T00:00:00-07:00,1000006,58.4,9917,0.58
