starttime,detector_id,speed,volume,traveltime
2020-01-01T00:00:00-08:00,102151,52.83,9815,0.78
2020-01-01T00:00:00-08:00,101755,44.76,2901,1
2020-01-01T00:00:00-08:00,102202,41.99,1640,3.04
2020-01-01T00:00:00-08:00,102207,58.37,6956,0.79
2020-01-01T00:00:00-08:00,100871,67.24,14786,1.14
2020-01-01T00:00:00-08:00,100634,42.36,1058,47.46
2020-01-01T00:00:00-08:00,100955,68.05,9460,0.68
2020-01-01T00:00:00-08:00,102309,58.42,19633,0.71
2020-01-01T00:00:00-08:00,100390,58.79,13614,0.31
2020-01-01T00:00:00-08:00,100872,72.32,5456,1.06
2020-01-01T00:00:00-08:00,5744,68.55,7908,0.5
2020-01-01T00:00:00-08:00,100685,59.31,16050,0.68
2020-01-01T00:00:00-08:00,102308,54,23933,0.77
2020-01-01T00:00:00-08:00,102208,62.8,11449,0.74
2020-01-01T00:00:00-08:00,5646,1.07,1959,91.96
2020-01-01T00:00:00-08:00,101073,65.1,6310,0.44
2020-01-01T00:00:00-08:00,102209,51,12,1.07
2020-01-01T00:00:00-08:00,100954,62.72,16827,0.74
2020-01-01T00:00:00-08:00,5743,64.68,12749,0.53
2020-01-01T00:00:00-08:00,100391,56.23,20390,0.5
2020-01-01T00:00:00-08:00,101760,53.33,1836,5.19
2020-01-01T00:00:00-08:00,102307,49.12,8354,0.85
2020-01-01T00:00:00-08:00,100449,65.91,12447,0.49
2020-01-01T00:00:00-08:00,102210,59.24,6594,0.92
2020-01-01T00:00:00-08:00,1000141,64,10321,0.74
2020-01-01T00:00:00-08:00,102305,63.66,15498,0.64
2020-01-01T00:00:00-08:00,100873,62.99,7974,1.1
2020-01-01T00:00:00-08:00,102211,59.91,10732,0.91
2020-01-01T00:00:00-08:00,5647,8.71,9040,11.3
2020-01-01T00:00:00-08:00,101161,67.84,7823,0.74
2020-01-01T00:00:00-08:00,100614,60.57,15718,4.14
2020-01-01T00:00:00-08:00,100953,58.2,24262,0.8
2020-01-01T00:00:00-08:00,1000180,54.71,10411,0.89
2020-01-01T00:00:00-08:00,100874,64.32,13639,1.08
2020-01-01T00:00:00-08:00,100703,61.33,9282,0.73
